fruit_name,cate3,width,height,weight
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.8,7.2,270
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.6,7.1,275
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.1,7.1,265
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.5,7.7,280
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,8.1,7.5,285
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,9.0,8.6,280
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.1,7.8,255
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.6,7.7,265
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.6,290
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.8,285
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.7,7.7,270
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.8,7.2,260
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.4,8.0,290
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.8,7.7,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.7,7.4,285
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.6,7.9,275
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
apple_fuji,상,8.4,7.6,270
