cate1,cate2,cate3,width,weight,height,file_name,fruit_name
감귤,한라봉,상,9.5,410,9.8,mandarine_hallabong_M_54-19_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.8,395,9.2,mandarine_hallabong_M_62-19_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-11_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,8.8,mandarine_hallabong_M_59-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,410,9.8,mandarine_hallabong_M_54-31_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-22_2FR45.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,410,9.8,mandarine_hallabong_M_54-37_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.1,370,10,mandarine_hallabong_M_108-37_2FR45.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.6,390,9,mandarine_hallabong_M_110-34_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,410,9.8,mandarine_hallabong_M_54-28_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,8.8,350,8.7,mandarine_hallabong_M_66-15_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.6,390,9,mandarine_hallabong_M_110-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-34_4DI45.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-13_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,9.3,mandarine_hallabong_M_49-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-28_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-5_5DI90.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-13_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-31_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.6,385,9,mandarine_hallabong_M_107-1_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.8,395,9.2,mandarine_hallabong_M_62-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,410,9.8,mandarine_hallabong_M_54-20_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-15_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,9.9,mandarine_hallabong_M_44-33_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-19_4DI45.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.3,370,9.4,mandarine_hallabong_M_47-18_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,370,9.4,mandarine_hallabong_M_47-21_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-1_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.5,345,9,mandarine_hallabong_M_104-5_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9,355,9.6,mandarine_hallabong_M_106-29_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-36_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,8.8,mandarine_hallabong_M_59-19_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.4,365,9.5,mandarine_hallabong_M_102-25_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.8,395,9.2,mandarine_hallabong_M_62-2_2FR45.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-8_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.5,345,9,mandarine_hallabong_M_104-38_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-8_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.8,395,9.2,mandarine_hallabong_M_62-7_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-34_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-40_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-26_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.3,385,9.2,mandarine_hallabong_M_58-38_3FR90.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-18_3FR90.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-2_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-36_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-11_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-39_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-26_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-4_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-14_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.4,365,9.5,mandarine_hallabong_M_102-26_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-15_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-40_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.3,370,9.4,mandarine_hallabong_M_47-2_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-5_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-29_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.8,395,9.2,mandarine_hallabong_M_62-23_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.6,385,9,mandarine_hallabong_M_107-33_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.1,370,10,mandarine_hallabong_M_108-28_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-20_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-24_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,345,9,mandarine_hallabong_M_104-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-15_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,8.8,mandarine_hallabong_M_59-24_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.6,385,9,mandarine_hallabong_M_107-3_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-18_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-38_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,385,9.2,mandarine_hallabong_M_58-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-14_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-38_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.6,385,9,mandarine_hallabong_M_107-14_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,9.3,mandarine_hallabong_M_49-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,355,9.6,mandarine_hallabong_M_106-10_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.6,385,9,mandarine_hallabong_M_107-11_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,9.3,mandarine_hallabong_M_49-8_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,370,10.4,mandarine_hallabong_M_42-13_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-14_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-28_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-33_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.6,390,9,mandarine_hallabong_M_110-22_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.1,370,10,mandarine_hallabong_M_108-31_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,350,8.8,mandarine_hallabong_M_55-32_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-22_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,8.8,mandarine_hallabong_M_59-26_1TOP.png,mandarine_hallabong
감귤,한라봉,상,8.8,350,8.7,mandarine_hallabong_M_66-26_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.6,385,9,mandarine_hallabong_M_107-19_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,370,10.4,mandarine_hallabong_M_42-16_1TOP.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-36_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-33_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,385,9.2,mandarine_hallabong_M_58-27_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.3,370,9.4,mandarine_hallabong_M_47-39_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-30_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.4,365,9.5,mandarine_hallabong_M_102-33_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-38_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-16_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-21_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.6,390,9,mandarine_hallabong_M_110-40_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.3,370,9.4,mandarine_hallabong_M_47-5_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-1_1TOP.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-3_3FR90.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-8_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-37_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9,375,10.7,mandarine_hallabong_M_101-28_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-11_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.3,370,9.4,mandarine_hallabong_M_47-13_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.1,370,10,mandarine_hallabong_M_108-15_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-8_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.8,395,9.2,mandarine_hallabong_M_62-17_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-38_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.6,390,9,mandarine_hallabong_M_110-18_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-40_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,8.8,mandarine_hallabong_M_59-34_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-37_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.3,385,9.2,mandarine_hallabong_M_58-13_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9,355,9.6,mandarine_hallabong_M_106-30_5DI90.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-21_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.5,345,9,mandarine_hallabong_M_104-3_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,365,9.3,mandarine_hallabong_M_38-24_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,370,9.3,mandarine_hallabong_M_50-3_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.5,355,9.4,mandarine_hallabong_M_43-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.2,355,9.3,mandarine_hallabong_M_49-11_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-6_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,9.9,mandarine_hallabong_M_44-40_5DI90.png,mandarine_hallabong
감귤,한라봉,상,8.7,345,8.9,mandarine_hallabong_M_45-21_1TOP.png,mandarine_hallabong
감귤,한라봉,상,9.8,420,9.7,mandarine_hallabong_M_51-39_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,345,9.4,mandarine_hallabong_M_48-24_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9,355,9.6,mandarine_hallabong_M_106-28_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-23_3FR90.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,10.1,mandarine_hallabong_M_52-12_2FR45.png,mandarine_hallabong
감귤,한라봉,상,9.3,395,9.9,mandarine_hallabong_M_44-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.4,365,9.5,mandarine_hallabong_M_102-9_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.1,345,9,mandarine_hallabong_M_39-35_5DI90.png,mandarine_hallabong
감귤,한라봉,상,9.4,365,9.5,mandarine_hallabong_M_102-39_4DI45.png,mandarine_hallabong
감귤,한라봉,상,9.5,345,9,mandarine_hallabong_M_104-16_1TOP.png,mandarine_hallabong
감귤,한라봉,상,8.8,345,9.2,mandarine_hallabong_M_65-39_4DI45.png,mandarine_hallabong
